project_type,budget,planned_duration_days,worker_count,task_count,location_type,has_subcontractors,snapshot_progress_pct,actual_cost_at_snapshot,cpi,spi,delayed_task_count,delayed_task_ratio,labour_ratio,material_ratio,months_elapsed,budget_used_pct,schedule_efficiency,overrun_pct
1,41798129.87,1171,13,120,1,1,69.11,36638462.48,0.7885,0.9741,2,0.0153,0.2404,0.478,26,87.66,2.6582,33.7798
1,47170943.0,1703,15,172,0,1,58.65,46472378.38,0.5953,0.713,53,0.3109,0.3688,0.5045,33,98.52,1.7774,84.0219
2,309178215.46,624,168,76,0,1,36.92,86152957.97,1.325,0.8887,16,0.2135,0.1765,0.72,7,27.87,5.2746,41.0818
0,14333441.11,38,11,5,1,1,34.26,3769276.82,1.3026,1.1601,2,0.3336,0.2264,0.3784,1,26.3,34.255,-2.1269
1,168201838.42,2191,56,223,0,1,54.9,119704834.27,0.7714,1.002,5,0.0211,0.2162,0.5459,40,71.17,1.3725,27.3845
1,337777831.58,2385,112,239,0,1,67.46,319034445.16,0.7143,0.8181,67,0.2793,0.4198,0.4176,53,94.45,1.2729,36.1713
0,14384556.74,111,12,12,1,0,61.18,6893497.92,1.2766,0.9044,4,0.3071,0.3812,0.4945,2,47.92,30.59,-17.8274
2,221618378.81,400,100,49,0,1,87.09,172436025.1,1.1193,0.9146,16,0.329,0.3542,0.547,11,77.81,7.9172,50.2598
1,34670407.0,881,11,87,1,1,78.09,31717317.82,0.8536,1.0068,0,0.0,0.277,0.5626,22,91.48,3.5494,4.2672
2,428018873.41,474,98,59,1,1,65.55,250002085.03,1.1222,0.7978,4,0.0633,0.2911,0.5811,10,58.41,6.5546,47.8439
1,105034604.45,465,50,58,0,1,44.2,34115393.09,1.3608,0.8743,17,0.2969,0.3037,0.6059,6,32.48,7.3667,8.3148
2,30239585.3,1175,20,117,0,1,75.22,20526533.92,1.1081,1.0073,21,0.1825,0.1951,0.6316,29,67.88,2.5936,-4.9776
1,767752737.03,1993,255,201,0,1,86.98,955506243.69,0.6989,0.855,36,0.18,0.364,0.511,57,124.45,1.526,39.4905
2,904856601.24,374,89,43,2,1,49.78,399889180.89,1.1263,1.0255,13,0.2987,0.3118,0.4941,6,44.19,8.2959,33.1246
2,868442743.16,499,99,67,2,1,25.7,184898362.73,1.2069,1.0591,34,0.505,0.288,0.565,4,21.29,6.4239,38.9328
1,31658561.08,899,10,87,1,1,84.23,20787270.24,1.2828,1.1313,0,0.0,0.3098,0.5652,25,65.66,3.3692,-20.0
1,51078291.64,1364,17,137,0,1,48.4,23985398.89,1.0308,0.9743,10,0.0731,0.2991,0.4742,22,46.96,2.2002,-0.2361
2,553549214.05,699,92,87,1,1,84.44,670025082.3,0.6976,0.978,28,0.3269,0.2606,0.6544,19,121.04,4.4444,94.4934
0,25351418.06,191,14,23,1,0,40.18,11175091.64,0.9115,1.1821,9,0.4095,0.3269,0.4222,2,44.08,20.0906,17.6251
0,13329893.62,122,11,19,0,0,36.32,5253042.52,0.9216,1.1348,3,0.1661,0.4903,0.4141,1,39.41,36.3165,7.4969
2,43793035.07,2522,20,256,0,1,26.75,22813229.49,0.5135,0.6977,102,0.4,0.285,0.7089,22,52.09,1.2159,77.7463
1,166231152.0,1163,55,119,0,1,39.98,60214363.55,1.1037,1.0573,0,0.0,0.3371,0.4187,15,36.22,2.6654,-0.4113
1,151882841.08,482,43,62,0,1,41.27,64710347.04,0.9687,0.6875,19,0.3067,0.2486,0.4909,6,42.61,6.8784,54.7746
1,164215526.58,199,25,21,0,1,88.67,125306846.08,1.1621,1.1213,11,0.5327,0.3486,0.5613,5,76.31,17.7349,15.6259
0,89832525.66,2931,59,293,0,1,68.48,61153756.92,1.0059,0.9756,34,0.115,0.3637,0.4943,66,68.08,1.0375,5.8751
2,814620705.14,711,52,87,1,1,39.81,289084025.83,1.1219,0.6873,2,0.0269,0.3689,0.4225,9,35.49,4.4238,53.8527
2,62348582.85,533,20,56,0,1,65.65,59705234.27,0.6855,0.9145,4,0.0735,0.2089,0.5569,11,95.76,5.968,45.2726
0,19586988.52,55,6,5,2,0,89.39,24163627.86,0.7246,0.94,1,0.2259,0.3069,0.5154,1,123.37,89.3902,54.5281
0,8326120.8,193,9,29,0,1,44.61,3092460.84,1.201,1.1125,6,0.2034,0.5494,0.5663,2,37.14,22.3035,-15.5592
2,41849006.99,1264,20,126,0,1,55.61,19792812.37,1.1758,1.1063,0,0.0,0.2027,0.4682,23,47.3,2.4179,-16.3859
1,28025936.97,863,10,90,0,1,30.85,14024961.34,0.6166,0.7976,24,0.2695,0.4567,0.6152,8,50.04,3.8569,25.0061
1,34595235.11,495,15,60,0,1,30.35,21397314.49,0.4907,0.9894,15,0.2455,0.2622,0.5787,5,61.85,6.0701,148.3701
2,326047168.62,337,46,44,0,1,54.17,137214258.56,1.2872,0.8827,10,0.2338,0.2354,0.587,6,42.08,9.0285,20.4479
1,37989274.04,1132,12,116,0,1,67.78,29799599.21,0.864,1.0535,0,0.0,0.2351,0.5527,25,78.44,2.711,12.4737
0,4366621.03,134,16,21,1,0,60.35,2404266.63,1.0961,1.0227,7,0.3433,0.4579,0.4874,2,55.06,30.1759,-3.885
1,52540275.83,1382,17,142,1,1,45.86,66950659.56,0.3599,0.7238,51,0.3593,0.2349,0.4819,21,127.43,2.184,63.8915
2,34801112.98,1070,20,107,0,1,50.02,25649834.5,0.6787,0.8959,13,0.1197,0.3411,0.6006,17,73.7,2.9424,47.2886
1,162021753.02,537,48,71,1,1,83.32,109721556.64,1.2304,1.0852,10,0.141,0.2433,0.6817,14,67.72,5.9514,9.2276
2,28195402.69,828,20,81,0,1,72.17,32960049.61,0.6174,0.8461,10,0.1226,0.1836,0.5289,19,116.9,3.7983,57.762
0,29757717.92,56,11,10,0,0,86.69,22337693.55,1.1549,1.0148,5,0.5448,0.3187,0.4165,1,75.07,86.6892,1.6368
1,163618799.86,1478,54,148,0,1,27.12,65640114.96,0.6759,1.0832,0,0.0,0.33,0.3825,13,40.12,2.0858,41.2705
2,326935352.43,1451,65,147,0,1,90.52,552034845.11,0.5361,0.7082,69,0.4664,0.2236,0.5522,43,168.85,2.1051,89.6931
1,46189093.5,2115,15,211,1,1,63.7,49171665.21,0.5984,0.7699,44,0.2092,0.3931,0.5295,44,106.46,1.4478,60.9521
2,41932974.9,626,20,64,0,1,48.37,22655254.73,0.8952,1.039,0,0.0,0.2842,0.5876,10,54.03,4.8366,17.525
1,162638604.12,1705,54,171,0,1,91.15,199124650.86,0.7445,0.8994,20,0.1166,0.2559,0.534,51,122.43,1.7873,30.3189
2,48011876.55,1295,20,132,0,1,48.68,29497493.91,0.7924,0.9094,16,0.1208,0.2543,0.5615,21,61.44,2.3182,23.1944
1,45312359.52,2300,15,228,0,1,81.26,37144531.84,0.9913,1.0295,0,0.0,0.1881,0.4478,62,81.97,1.3107,-0.6208
1,136895930.74,179,40,27,0,1,27.11,31555283.82,1.176,0.8619,5,0.17,0.3099,0.4462,1,23.05,27.1066,25.5476
1,127859803.79,220,33,24,1,1,59.36,85764936.06,0.885,0.5602,13,0.5511,0.3112,0.4292,4,67.08,14.8412,67.7381
2,430393812.0,792,84,96,0,1,84.91,300002569.32,1.2182,0.9308,62,0.65,0.3121,0.5788,22,69.7,3.8597,52.7222
2,106175994.9,223,87,28,0,1,82.43,74325731.54,1.1775,0.5617,11,0.389,0.2323,0.5393,6,70.0,13.7379,48.432
2,72055176.52,1978,20,201,0,1,54.92,58559530.8,0.6758,0.9474,18,0.0913,0.2979,0.4842,36,81.27,1.5256,53.0021
1,176988400.66,321,38,40,2,1,39.62,69546165.82,1.0083,1.1863,16,0.403,0.3473,0.5546,4,39.29,9.9049,21.1044
2,238752888.06,1348,47,138,0,1,35.21,143892398.95,0.5842,0.7587,52,0.38,0.2253,0.4508,15,60.27,2.3471,46.9037
0,4349361.13,75,9,10,0,1,49.3,2317781.56,0.9251,1.237,2,0.1987,0.3813,0.5348,1,53.29,49.2971,40.9217
1,287649031.79,2032,95,204,0,1,35.9,207467582.26,0.4978,0.6327,122,0.6004,0.4071,0.5795,24,72.13,1.496,89.9158
2,37770706.5,1267,20,129,0,1,66.81,49897934.31,0.5057,0.6199,54,0.4163,0.2305,0.4842,28,132.11,2.3862,109.7485
2,110709117.0,1289,22,128,0,1,85.18,175658976.75,0.5369,0.7996,39,0.302,0.1679,0.4813,36,158.67,2.3662,75.5138
2,36277467.0,900,20,90,0,1,51.52,18876722.5,0.9902,1.1357,0,0.0,0.1983,0.5105,15,52.03,3.435,-8.8431
2,687713218.21,490,76,58,1,1,73.86,479394994.8,1.0595,1.1444,1,0.023,0.12,0.2973,12,69.71,6.1547,22.4615
0,24927384.79,89,5,16,0,0,75.99,18916659.67,1.0013,1.0328,4,0.2701,0.4535,0.5572,2,75.89,37.9926,3.0671
2,743792306.49,624,78,77,2,1,61.47,430347927.08,1.0624,0.8856,10,0.1237,0.2456,0.5989,12,57.86,5.1225,40.2433
1,27208357.47,296,33,41,0,1,71.77,15281809.61,1.2778,1.0478,10,0.2377,0.1473,0.5493,7,56.17,10.2526,12.612
2,92682582.09,2525,20,254,0,0,56.59,149851784.71,0.35,0.35,165,0.65,0.2045,0.5409,47,161.68,1.204,180.3812
2,674284040.15,727,29,87,0,1,64.15,548849300.05,0.7881,0.7732,29,0.3293,0.3191,0.5563,15,81.4,4.2766,74.4214
2,62771870.25,605,80,76,1,1,44.39,31853603.84,0.8749,0.4,18,0.233,0.1983,0.4842,8,50.75,5.5493,85.1919
1,84389350.26,1789,28,182,0,1,59.86,85436869.91,0.5913,0.792,64,0.3531,0.3726,0.5334,35,101.24,1.7104,66.2745
1,195042326.31,2099,65,212,0,1,29.69,48692377.95,1.1891,0.9126,17,0.0796,0.2625,0.5928,20,24.97,1.4843,-10.5095
1,53843748.75,1386,17,136,0,1,77.69,41265817.45,1.0137,0.9738,2,0.0133,0.4027,0.4297,35,76.64,2.2197,-1.1574
0,18397769.27,187,11,22,1,1,41.89,8405830.39,0.9168,1.212,1,0.0529,0.4214,0.3871,2,45.69,20.9441,21.6343
1,36353392.7,1167,12,114,0,1,71.25,32115131.51,0.8066,0.8221,14,0.1229,0.2863,0.3902,27,88.34,2.639,30.8045
1,161226282.97,296,53,40,0,1,72.46,119846313.95,0.9747,0.716,3,0.0764,0.2908,0.3637,7,74.33,10.3508,46.0763
1,187485992.56,579,23,72,1,1,36.5,61873464.56,1.1059,1.1308,27,0.3806,0.2482,0.5443,7,33.0,5.2139,36.4319
2,229446606.24,787,123,102,0,1,56.1,105391573.74,1.2213,0.787,12,0.1169,0.1755,0.478,14,45.93,4.0071,44.9375
2,540534405.58,684,69,83,1,1,39.71,198346618.15,1.0821,0.7854,5,0.0637,0.1909,0.4181,9,36.69,4.4117,38.0949
1,122744638.07,418,38,56,2,1,66.24,93877036.4,0.8661,0.8775,13,0.2284,0.276,0.5095,9,76.48,7.3602,47.3946
2,119029701.11,3611,23,359,1,1,55.39,111269943.15,0.5926,0.8673,60,0.1665,0.2843,0.4639,66,93.48,0.8393,51.5265
2,365248349.88,364,46,42,0,1,86.96,540442454.28,0.5877,1.0806,5,0.1203,0.3237,0.5089,10,147.97,8.6964,113.3316
2,28933566.07,760,20,80,2,1,51.28,11711455.79,1.2669,1.0751,0,0.0,0.188,0.4989,12,40.48,4.2734,-20.0
0,28381395.15,191,5,27,0,0,26.97,9450546.04,0.8099,0.5173,7,0.248,0.2376,0.4303,1,33.3,26.968,62.9106
0,13437143.73,50,11,10,1,0,29.67,3135351.37,1.2715,1.1936,3,0.262,0.3061,0.4797,1,23.33,29.6688,-11.1456
1,154927040.0,2890,51,291,0,1,49.71,75484414.12,1.0204,1.054,0,0.0,0.2739,0.5553,47,48.72,1.0578,-5.5876
1,54924000.0,891,18,91,2,1,74.24,36514898.72,1.1167,1.0302,4,0.0471,0.3099,0.4826,22,66.48,3.3745,-5.1993
2,674419113.87,473,136,57,0,1,72.27,781500801.36,0.6237,0.7483,13,0.2245,0.1918,0.5235,11,115.88,6.5702,109.4057
2,31218111.42,958,20,93,0,1,64.56,44225154.96,0.4557,0.7467,33,0.3547,0.2075,0.5179,20,141.67,3.2279,103.2539
0,15785832.64,146,9,20,2,0,54.35,7053080.17,1.2164,1.1355,1,0.0701,0.3297,0.4677,2,44.68,27.1747,-14.9372
0,14952728.43,42,10,8,1,0,52.88,6773097.47,1.1674,0.9358,2,0.208,0.2188,0.4867,1,45.3,52.8797,7.2632
1,52530892.0,1227,17,123,0,1,38.43,24893506.95,0.811,1.075,0,0.0,0.2748,0.4969,15,47.39,2.5622,10.9735
1,614652572.45,2118,204,211,0,1,57.02,426115756.87,0.8225,1.0359,0,0.0,0.3469,0.4867,40,69.33,1.4254,13.983
1,31742087.6,476,22,61,0,1,41.14,12929589.11,1.0099,1.2151,11,0.1732,0.382,0.4001,6,40.73,6.8562,24.9482
1,32006590.0,1261,10,128,0,1,37.56,11668004.89,1.0304,1.0778,0,0.0,0.3108,0.4634,15,36.46,2.5043,-8.627
1,407152291.0,1296,135,128,2,1,52.07,266234348.8,0.7963,0.9815,3,0.0225,0.3188,0.4417,22,65.39,2.3668,15.3979
1,32759566.92,1401,10,142,0,1,36.98,16310209.74,0.7428,0.7969,42,0.2937,0.33,0.4429,17,49.79,2.1756,50.3582
0,2717525.42,93,5,10,2,0,45.48,1836024.34,0.6732,0.7284,1,0.15,0.2965,0.4506,1,67.56,45.4813,63.3757
1,131668599.29,1861,43,188,0,1,34.06,70472789.27,0.6364,1.0753,0,0.0,0.2985,0.4718,21,53.52,1.6219,31.0227
2,37327983.0,1228,20,120,0,1,89.9,37948300.18,0.8843,1.0579,0,0.0,0.2463,0.6334,36,101.66,2.4973,10.6592
1,61077028.0,551,28,68,1,1,26.47,13165199.63,1.228,0.9245,12,0.183,0.4138,0.584,4,21.56,6.6177,5.2883
1,66829941.43,1206,22,123,2,1,66.17,43793810.49,1.0097,1.069,0,0.0,0.3468,0.5035,26,65.53,2.5448,2.0658
2,124047561.4,1686,24,166,0,1,35.52,48076012.63,0.9165,1.0778,0,0.0,0.1656,0.6215,19,38.76,1.8695,0.0343
1,71617854.05,233,34,31,0,1,91.59,58797403.63,1.1156,0.7792,3,0.0871,0.2236,0.4981,7,82.1,13.0845,18.1936
1,52262115.0,1662,17,164,0,1,50.11,32413559.24,0.808,0.8363,28,0.1703,0.2931,0.5357,27,62.02,1.856,65.6464
2,128039831.97,252,145,28,0,1,39.48,56034406.67,0.902,0.8723,9,0.3176,0.309,0.6269,3,43.76,13.1586,59.3322
2,238752888.06,1348,47,138,0,1,51.33,170702080.91,0.7179,0.8981,6,0.0407,0.2638,0.6015,23,71.5,2.2316,46.9037
0,3539464.72,54,10,7,0,1,39.45,1367579.03,1.0209,1.1877,1,0.1948,0.4056,0.4282,1,38.64,39.4465,5.8601
1,33210489.27,1467,11,148,2,1,59.12,17894249.92,1.0972,1.0864,0,0.0,0.3105,0.5409,28,53.88,2.1115,-3.3165
1,548859111.59,957,182,97,0,1,30.66,285923232.28,0.5886,0.6789,37,0.3863,0.3907,0.5446,9,52.09,3.4068,67.9936
2,41446904.0,585,20,58,0,1,49.65,58796376.24,0.35,0.5414,35,0.5954,0.2159,0.5132,9,141.86,5.5168,159.5979
1,210833038.0,1743,70,178,0,1,72.43,314824839.0,0.485,0.7867,53,0.2992,0.3334,0.5124,42,149.32,1.7244,70.5972
1,95091587.2,1512,31,149,2,1,83.25,84535695.56,0.9365,1.0066,0,0.0,0.3008,0.546,41,88.9,2.0306,5.1032
1,727726763.2,2055,242,207,0,1,62.12,510621808.86,0.8853,0.869,47,0.2262,0.3231,0.489,42,70.17,1.4791,21.4478
2,95984326.55,1095,20,112,0,0,89.33,105934954.03,0.8094,0.9613,9,0.0802,0.2292,0.4342,32,110.37,2.7915,20.2683
0,28863312.03,162,5,17,0,0,90.52,19608602.05,1.3324,1.0089,6,0.3363,0.3073,0.5627,4,67.94,22.6301,-10.4339
1,212588735.23,1397,70,141,0,1,69.78,117004575.65,1.2678,1.0872,0,0.0,0.3281,0.5461,32,55.04,2.1806,-20.0
0,25228777.36,67,6,12,2,0,25.05,4684980.43,1.3487,1.0289,1,0.0697,0.3718,0.6206,1,18.57,25.0462,-20.0
1,57914484.82,1882,19,186,1,1,50.83,33467625.31,0.8796,0.84,32,0.173,0.2832,0.4992,31,57.79,1.6398,13.3081
1,100897309.0,1657,33,164,0,1,79.7,108392049.23,0.7419,0.9112,6,0.0387,0.3316,0.4544,44,107.43,1.8113,31.5293
1,146316246.47,243,43,28,1,1,31.44,95888988.29,0.4797,0.6139,5,0.1694,0.2702,0.4878,2,65.54,15.7189,151.8773
0,20982303.18,57,15,9,0,0,61.81,16797235.72,0.7721,0.9132,1,0.0873,0.4118,0.3872,1,80.05,61.8097,35.1929
1,158601435.89,2411,52,240,0,1,53.38,100815117.28,0.8398,0.7088,94,0.3909,0.2713,0.5916,42,63.57,1.2711,26.0171
1,162822736.88,463,41,62,0,1,51.16,204886060.57,0.4065,1.1942,11,0.1815,0.27,0.4612,7,125.83,7.3079,156.342
2,91865634.62,845,121,104,1,1,33.35,36855426.75,0.8314,0.65,26,0.2496,0.3354,0.6366,9,40.12,3.706,69.1888
2,33061230.61,1199,20,117,0,1,65.69,16864118.61,1.2878,1.0243,0,0.0,0.2727,0.5548,26,51.01,2.5264,-20.0
1,64434131.92,2288,21,229,2,1,45.28,49816767.07,0.5856,0.7875,37,0.1628,0.234,0.5711,34,77.31,1.3317,50.1517
1,190549749.69,283,31,39,1,1,55.63,119851379.65,0.8845,1.1275,13,0.3394,0.1802,0.3546,5,62.9,11.1267,55.689
1,71189117.02,1428,23,142,0,1,38.98,26009123.69,1.067,0.9676,0,0.0,0.21,0.4863,18,36.54,2.1658,-11.3388
2,238326367.76,230,97,26,0,1,68.77,143150102.93,1.145,0.4114,3,0.1181,0.3191,0.4885,5,60.06,13.7548,54.1271
1,59301246.62,242,33,31,2,1,60.54,70910549.12,0.5063,0.6696,14,0.4517,0.1304,0.5008,4,119.58,15.1347,164.717
0,4401242.3,162,9,23,2,0,44.48,1429605.65,1.3694,1.0435,7,0.3005,0.2881,0.4136,2,32.48,22.2403,-20.0
1,616467976.41,2224,205,222,1,1,28.3,399942835.29,0.4362,0.8748,40,0.1785,0.3288,0.3779,20,64.88,1.415,82.0674
2,256108041.65,804,120,103,0,1,38.35,97226766.12,1.0103,1.0047,4,0.0394,0.2276,0.5676,10,37.96,3.8352,49.6178
1,36041531.0,1292,12,131,0,1,58.75,23056731.59,0.9184,1.0391,0,0.0,0.198,0.4997,25,63.97,2.3502,15.195
1,112491905.0,1025,37,103,0,1,34.6,55513269.75,0.7012,0.8607,22,0.2145,0.2974,0.5289,11,49.35,3.1455,54.2835
0,4733819.22,157,10,19,0,1,31.18,1951246.33,0.7565,0.9798,5,0.2656,0.3003,0.4129,1,41.22,31.1819,36.2277
1,55415916.8,1013,18,104,0,1,45.88,21576571.44,1.1783,0.8655,20,0.1965,0.2339,0.4249,15,38.94,3.0585,-20.0
0,10668511.94,34,7,5,0,0,44.01,3967163.35,1.1836,0.8694,2,0.3807,0.3472,0.4166,1,37.19,44.0137,0.491
1,46387334.52,947,15,94,0,1,52.1,23402332.1,1.0327,0.9522,4,0.0445,0.2242,0.515,16,50.45,3.2561,-4.9082
0,65536046.33,1928,43,194,0,1,39.56,24655593.04,1.0516,1.188,0,0.0,0.287,0.4498,25,37.62,1.5824,-20.0
1,54409758.01,1597,18,162,0,1,58.49,38119823.67,0.8349,0.9924,0,0.0,0.2995,0.4537,31,70.06,1.8868,22.1381
1,94247033.42,909,31,91,0,1,43.59,32554036.37,1.2621,1.091,0,0.0,0.3243,0.4814,13,34.54,3.3533,-19.7502
1,42227207.5,248,44,36,0,1,72.89,26260520.71,1.172,1.2257,2,0.0565,0.4446,0.3646,6,62.19,12.148,-3.7007
2,850924033.66,818,136,107,2,1,34.72,313010187.58,0.944,0.4879,12,0.1127,0.362,0.6336,9,36.78,3.8582,54.6002
0,12216386.95,71,9,6,0,0,50.84,10585635.16,0.5867,0.9654,1,0.2098,0.2902,0.3476,1,86.65,50.838,56.2733
1,153358549.0,2052,51,204,0,1,76.19,173080904.79,0.6751,0.9198,25,0.1209,0.3275,0.5254,52,112.86,1.4653,48.2958
1,125129830.04,2468,41,247,0,1,63.04,96878214.48,0.8143,1.041,7,0.0288,0.3146,0.4425,51,77.42,1.2361,21.1244
1,348587197.51,2468,116,245,2,1,52.02,162399155.79,1.1167,0.9069,29,0.1178,0.368,0.5885,42,46.59,1.2387,1.4648
0,26316307.14,57,8,8,0,0,45.32,9819251.98,1.2146,1.0397,1,0.0971,0.5021,0.4442,1,37.31,45.3194,-3.9889
0,16762579.94,190,9,20,0,0,68.0,14774892.13,0.7715,1.0653,4,0.1985,0.2853,0.3407,4,88.14,16.9994,31.4827
2,38178027.0,1451,20,146,0,1,69.37,63909217.87,0.4144,0.6641,59,0.404,0.1321,0.4589,33,167.4,2.102,131.3609
2,91601317.38,3105,20,308,0,1,44.85,106701453.25,0.385,0.6497,174,0.5634,0.2769,0.5236,46,116.48,0.975,156.7785
0,4613225.4,157,9,16,1,0,85.32,3155681.03,1.2472,1.1755,2,0.1451,0.3296,0.5383,4,68.41,21.3289,-12.9592
0,19828919.08,136,6,21,1,1,31.24,6108306.87,1.0141,0.9216,9,0.4368,0.346,0.3276,1,30.81,31.2381,41.9033
0,17667145.51,131,9,13,0,0,70.68,15721395.23,0.7943,0.6933,4,0.3359,0.3692,0.4016,3,88.99,23.5616,57.7791
2,917728951.75,476,108,61,2,1,32.75,285336901.65,1.0535,1.232,9,0.1413,0.2,0.5686,5,31.09,6.5509,23.6336
1,30827126.0,1022,10,105,1,1,34.19,15667861.5,0.6727,0.7968,27,0.2533,0.2422,0.4299,11,50.82,3.1083,63.3422
0,18981781.9,177,7,22,0,0,54.19,8470491.28,1.2144,0.8738,6,0.2847,0.3279,0.4988,3,44.62,18.0638,10.6458
1,57632917.66,204,10,28,0,1,53.17,27800966.04,1.1022,1.0887,4,0.1334,0.2703,0.6374,3,48.24,17.7234,-5.8095
1,172386736.08,965,57,97,0,1,76.54,195647424.28,0.6744,0.9357,8,0.0831,0.3102,0.4677,24,113.49,3.1891,26.7233
1,73452427.39,1269,24,129,1,1,38.44,37414739.08,0.7547,0.7141,40,0.3137,0.3339,0.5015,16,50.94,2.4028,37.1547
2,33931630.16,933,20,93,0,1,65.45,36645424.91,0.606,0.9251,7,0.076,0.152,0.6237,20,108.0,3.2724,75.304
1,316432547.0,2367,105,236,0,1,82.55,496422973.25,0.5262,0.7232,80,0.3403,0.3856,0.6286,65,156.88,1.27,77.3222
1,36353392.7,1167,12,114,0,1,51.27,26478316.16,0.7039,0.9061,8,0.0712,0.353,0.4626,19,72.84,2.6982,30.8045
1,123109053.06,234,44,30,2,1,72.36,185113111.62,0.4812,0.9728,9,0.2858,0.2473,0.6734,5,150.37,14.4725,149.8428
2,78435115.47,1543,20,158,1,1,26.22,46587124.08,0.4415,0.6988,62,0.3935,0.1991,0.4766,13,59.4,2.017,122.4267
2,695674872.79,399,32,46,0,1,65.89,585591048.19,0.7828,0.855,17,0.3766,0.2761,0.5465,8,84.18,8.2368,94.1673
2,180191262.95,424,36,44,0,1,77.45,227068701.68,0.6146,0.7999,8,0.1718,0.2802,0.381,10,126.02,7.7455,62.8207
0,4264124.37,158,7,23,0,1,83.47,4233803.67,0.8407,1.1229,11,0.4898,0.3864,0.57,4,99.29,20.8679,61.9578
2,326327241.44,501,89,65,1,1,79.67,339649354.94,0.7654,1.0444,14,0.2121,0.243,0.4588,13,104.08,6.1283,88.0561
0,19034433.04,177,9,24,0,1,31.31,5655229.17,1.0537,0.8089,4,0.1528,0.3235,0.3056,1,29.71,31.3067,25.9118
1,70637339.0,992,23,101,2,1,39.87,59045480.17,0.4769,0.7483,50,0.4987,0.3181,0.6124,13,83.59,3.0667,89.4732
2,565330939.0,2783,113,279,1,1,30.88,344684156.3,0.5064,0.8487,73,0.2608,0.264,0.5664,28,60.97,1.1027,77.4998
1,143207896.16,315,39,43,2,1,53.93,94187210.03,0.82,0.5621,8,0.1941,0.3175,0.4847,5,65.77,10.7856,68.7361
2,78435115.47,1543,20,158,1,1,29.71,60298364.79,0.3865,0.7802,43,0.2697,0.224,0.5838,15,76.88,1.9807,122.4267
2,43328477.58,946,20,98,2,1,65.73,22325261.16,1.2756,0.8565,13,0.128,0.3161,0.6202,20,51.53,3.2863,-20.0
0,17381207.38,124,13,18,2,0,53.81,12587081.52,0.7431,0.928,7,0.3759,0.3019,0.6277,2,72.42,26.9062,50.668
2,126602260.14,1277,25,128,0,0,39.25,42207501.6,1.1773,0.9033,15,0.1184,0.2477,0.5329,16,33.34,2.4532,-7.8932
2,559492602.37,380,83,52,0,1,87.41,615516179.22,0.7946,0.8577,7,0.1437,0.4172,0.55,11,110.01,7.9468,68.6246
1,101523714.4,1655,33,169,0,1,45.18,54433367.71,0.8427,0.8785,33,0.1929,0.3361,0.4367,24,53.62,1.8827,9.4784
2,29034338.46,1127,20,114,1,1,36.79,10048635.7,1.0631,1.0286,0,0.0,0.1952,0.5807,13,34.61,2.8303,-9.2806
1,13843393.55,307,24,38,0,1,49.86,10053674.66,0.6866,0.9762,7,0.1885,0.2714,0.5744,5,72.62,9.9722,74.1595
2,428940099.11,746,115,97,1,1,38.11,140243636.07,1.1658,0.5334,8,0.0869,0.2803,0.5309,9,32.7,4.235,57.8722
1,31658561.08,899,10,87,1,1,62.89,15318314.94,1.2998,1.1396,0,0.0,0.3046,0.5387,18,48.39,3.4941,-20.0
0,11767960.44,189,11,27,0,1,84.57,17384969.01,0.5724,1.045,4,0.1343,0.409,0.4281,5,147.73,16.9133,87.8941
0,65084017.0,1514,43,154,0,1,74.75,38607119.96,1.2602,1.0877,0,0.0,0.2314,0.5448,37,59.32,2.0203,-17.1404
1,233375733.0,3366,77,340,0,1,86.15,197751414.94,1.0167,0.9922,33,0.0974,0.2726,0.5793,96,84.74,0.8974,0.3187
0,10497724.9,63,9,11,2,1,54.04,6433527.93,0.8818,0.7988,3,0.2722,0.3474,0.2648,1,61.28,54.0398,44.0815
2,103664610.58,579,81,73,1,1,49.6,62688799.62,0.8202,0.9096,39,0.5309,0.2136,0.4922,9,60.47,5.5108,67.1405
2,868326260.08,741,85,94,0,1,52.73,468614620.64,0.9771,1.0934,19,0.1987,0.2718,0.3884,13,53.97,4.0561,36.3686
1,35554917.09,1879,11,190,0,1,58.54,30585076.42,0.6805,0.961,28,0.1477,0.3972,0.5517,36,86.02,1.6261,27.1002
1,34199505.89,910,11,92,0,1,45.93,14515203.44,1.0821,0.8938,9,0.0932,0.3008,0.5198,13,42.44,3.533,4.655
1,178381210.48,429,46,58,1,1,50.93,227103572.38,0.4,0.9314,15,0.2617,0.317,0.6631,7,127.31,7.2751,193.8997
1,228824960.57,2261,76,227,0,1,28.31,82344359.52,0.7868,0.9536,0,0.0,0.2543,0.5104,21,35.99,1.3483,12.5888
2,962898274.94,630,192,67,0,1,52.23,860539281.25,0.5844,0.6962,25,0.3732,0.2271,0.4663,10,89.37,5.2228,82.9767
2,632016197.69,878,83,106,1,1,48.82,343973202.27,0.897,0.8882,36,0.3393,0.3151,0.5305,14,54.42,3.4871,47.5512
1,159754653.83,1656,53,166,0,1,65.29,153875131.21,0.6779,0.7832,59,0.3532,0.3375,0.4115,36,96.32,1.8137,46.0863
1,54765965.47,1570,18,156,0,1,39.08,16227524.11,1.3189,1.0581,0,0.0,0.1749,0.4904,20,29.63,1.9541,-20.0
2,254010061.05,163,79,22,0,1,35.79,92728408.19,0.9804,1.0297,10,0.457,0.2422,0.5515,1,36.51,35.7908,57.9947
